pair_index,free_slot,sent_order,template,differences,case,referent,prime,prime_referent,prime_case,prime_style,has_personal_pronoun,has_inanimate_pronoun
16,1,"[1, 0]",The educator assigned the student homework for BLANK to do after every lesson.,"['him', 'her']",$ACC_PRONOUN,student,The educator assigned the student homework for the educator to assess comprehension of the material.,educator,$ACC_PRONOUN,repeated_np,False,False
17,2,"[0, 1]",The educator met with the student to discuss BLANK grading policy.,"['his', 'her']",$POSS_PRONOUN,educator,The educator met with the student to discuss the student's writing skills.,student,$POSS_PRONOUN,repeated_np,False,False
17,1,"[1, 0]",The educator met with the student to discuss BLANK writing skills.,"['his', 'her']",$POSS_PRONOUN,student,The educator met with the student to discuss the educator's grading policy.,educator,$POSS_PRONOUN,repeated_np,False,False
18,2,"[0, 1]",The customer asked the clerk which forms BLANK wanted signatures on.,"['he', 'she']",$NOM_PRONOUN,clerk,The customer asked the clerk which forms the customer needed to fill out at home.,customer,$NOM_PRONOUN,repeated_np,False,False
18,1,"[1, 0]",The customer asked the clerk which forms BLANK needed to fill out at home.,"['he', 'she']",$NOM_PRONOUN,customer,The customer asked the clerk which forms the clerk wanted signatures on.,clerk,$NOM_PRONOUN,repeated_np,False,False
19,2,"[0, 1]",The clerk provided the customer with paperwork for BLANK to stamp upon completion.,"['him', 'her']",$ACC_PRONOUN,clerk,The clerk provided the customer with paperwork for the customer to fill out at home.,customer,$ACC_PRONOUN,repeated_np,False,False
19,1,"[1, 0]",The clerk provided the customer with paperwork for BLANK to fill out at home.,"['him', 'her']",$ACC_PRONOUN,customer,The clerk provided the customer with paperwork for the clerk to stamp upon completion.,clerk,$ACC_PRONOUN,repeated_np,False,False
20,2,"[0, 1]",The clerk asked the customer to give BLANK pen back.,"['his', 'her']",$POSS_PRONOUN,clerk,The clerk asked the customer to give the customer's filled paperwork to the office.,customer,$POSS_PRONOUN,repeated_np,False,False
20,1,"[1, 0]",The clerk asked the customer to give BLANK filled paperwork to the office.,"['his', 'her']",$POSS_PRONOUN,customer,The clerk asked the customer to give the clerk's pen back.,clerk,$POSS_PRONOUN,repeated_np,False,False
21,2,"[0, 1]",The counselor told the patient that BLANK did not have to pay out of pocket for the sessions.,"['he', 'she']",$NOM_PRONOUN,patient,The counselor told the patient that the counselor had an official duty to report certain issues.,counselor,$NOM_PRONOUN,repeated_np,False,False
21,1,"[1, 0]",The counselor told the patient that BLANK had an official duty to report certain issues.,"['he', 'she']",$NOM_PRONOUN,counselor,The counselor told the patient that the patient did not have to pay out of pocket for the sessions.,patient,$NOM_PRONOUN,repeated_np,False,False
22,2,"[0, 1]",The patient and the counselor agreed on having biweekly sessions for BLANK to be able to afford it.,"['him', 'her']",$ACC_PRONOUN,patient,The patient and the counselor agreed on having biweekly sessions for the counselor to be able to closely monitor progress.,counselor,$ACC_PRONOUN,repeated_np,False,False
22,1,"[1, 0]",The patient and the counselor agreed on having biweekly sessions for BLANK to be able to closely monitor progress.,"['him', 'her']",$ACC_PRONOUN,counselor,The patient and the counselor agreed on having biweekly sessions for the patient to be able to afford it.,patient,$ACC_PRONOUN,repeated_np,False,True
23,2,"[0, 1]",The counselor informed the patient that BLANK insurance fully covered the cost of the sessions.,"['his', 'her']",$POSS_PRONOUN,patient,The counselor informed the patient that the counselor's qualifications were in psychology.,counselor,$POSS_PRONOUN,repeated_np,False,False
23,1,"[1, 0]",The counselor informed the patient that BLANK qualifications were in psychology.,"['his', 'her']",$POSS_PRONOUN,counselor,The counselor informed the patient that the patient's insurance fully covered the cost of the sessions.,patient,$POSS_PRONOUN,repeated_np,False,False
24,2,"[0, 1]",The homeowner asked the inspector if the house BLANK had inspected had any building code violations.,"['he', 'she']",$NOM_PRONOUN,inspector,The homeowner asked the inspector if the house the homeowner had purchased was structurally sound.,homeowner,$NOM_PRONOUN,repeated_np,False,False
24,1,"[1, 0]",The homeowner asked the inspector if the house BLANK had purchased was structurally sound.,"['he', 'she']",$NOM_PRONOUN,homeowner,The homeowner asked the inspector if the house the inspector had inspected had any building code violations.,inspector,$NOM_PRONOUN,repeated_np,False,False
25,2,"[0, 1]",The inspector told the homeowner that it was necessary for BLANK to report any building code violations found during the inspection.,"['him', 'her']",$ACC_PRONOUN,inspector,The inspector told the homeowner that it was necessary for the homeowner to fix any building code violations found during the inspection.,homeowner,$ACC_PRONOUN,repeated_np,False,True
25,1,"[1, 0]",The inspector told the homeowner that it was necessary for BLANK to fix any building code violations found during the inspection.,"['him', 'her']",$ACC_PRONOUN,homeowner,The inspector told the homeowner that it was necessary for the inspector to report any building code violations found during the inspection.,inspector,$ACC_PRONOUN,repeated_np,False,True
26,2,"[0, 1]",The homeowner asked the inspector if BLANK inspections usually took more than an hour.,"['his', 'her']",$POSS_PRONOUN,inspector,The homeowner asked the inspector if the homeowner's attic also needed to be inspected.,homeowner,$POSS_PRONOUN,repeated_np,False,False
26,1,"[1, 0]",The homeowner asked the inspector if BLANK attic also needed to be inspected.,"['his', 'her']",$POSS_PRONOUN,homeowner,The homeowner asked the inspector if the inspector's inspections usually took more than an hour.,inspector,$POSS_PRONOUN,repeated_np,False,False
27,2,"[0, 1]",The mechanic called to inform the customer that BLANK had completed the repair.,"['he', 'she']",$NOM_PRONOUN,mechanic,The mechanic called to inform the customer that the customer had not paid for the repair yet.,customer,$NOM_PRONOUN,repeated_np,False,False
27,1,"[1, 0]",The mechanic called to inform the customer that BLANK had not paid for the repair yet.,"['he', 'she']",$NOM_PRONOUN,customer,The mechanic called to inform the customer that the mechanic had completed the repair.,mechanic,$NOM_PRONOUN,repeated_np,False,False
28,2,"[0, 1]",The mechanic told the customer it was not possible for BLANK to repair the car.,"['him', 'her']",$ACC_PRONOUN,mechanic,The mechanic told the customer it was not possible for the customer to drop the car off for repairs on a weekend.,customer,$ACC_PRONOUN,repeated_np,False,True
28,1,"[1, 0]",The mechanic told the customer it was not possible for BLANK to drop the car off for repairs on a weekend.,"['him', 'her']",$ACC_PRONOUN,customer,The mechanic told the customer it was not possible for the mechanic to repair the car.,mechanic,$ACC_PRONOUN,repeated_np,False,True
29,2,"[0, 1]",The mechanic called to inform the customer that BLANK prices had gone up.,"['his', 'her']",$POSS_PRONOUN,mechanic,The mechanic called to inform the customer that the customer's car would be ready in the morning.,customer,$POSS_PRONOUN,repeated_np,False,False
29,1,"[1, 0]",The mechanic called to inform the customer that BLANK car would be ready in the morning.,"['his', 'her']",$POSS_PRONOUN,customer,The mechanic called to inform the customer that the mechanic's prices had gone up.,mechanic,$POSS_PRONOUN,repeated_np,False,False
30,2,"[0, 1]",The customer asked to speak with the manager because BLANK wanted the billing error fixed quickly.,"['he', 'she']",$NOM_PRONOUN,customer,The customer asked to speak with the manager because the manager would be able to fix the billing error.,manager,$NOM_PRONOUN,repeated_np,False,False
30,1,"[1, 0]",The customer asked to speak with the manager because BLANK would be able to fix the billing error.,"['he', 'she']",$NOM_PRONOUN,manager,The customer asked to speak with the manager because the customer wanted the billing error fixed quickly.,customer,$NOM_PRONOUN,repeated_np,False,False
31,2,"[0, 1]",The customer called the manager over for BLANK to enquire about the bill.,"['him', 'her']",$ACC_PRONOUN,customer,The customer called the manager over for the manager to fix the billing error.,manager,$ACC_PRONOUN,repeated_np,False,False
31,1,"[1, 0]",The customer called the manager over for BLANK to fix the billing error.,"['him', 'her']",$ACC_PRONOUN,manager,The customer called the manager over for the customer to enquire about the bill.,customer,$ACC_PRONOUN,repeated_np,False,False
32,2,"[0, 1]",The manager called the customer to follow up on BLANK complaint about the restaurant.,"['his', 'her']",$POSS_PRONOUN,customer,The manager called the customer to follow up on the manager's restaurant's billing error.,manager,$POSS_PRONOUN,repeated_np,False,False
32,1,"[1, 0]",The manager called the customer to follow up on BLANK restaurant's billing error.,"['his', 'her']",$POSS_PRONOUN,manager,The manager called the customer to follow up on the customer's complaint about the restaurant.,customer,$POSS_PRONOUN,repeated_np,False,False
33,2,"[0, 1]",The teenager confided in the therapist because BLANK needed emotional support.,"['he', 'she']",$NOM_PRONOUN,teenager,The teenager confided in the therapist because the therapist seemed trustworthy.,therapist,$NOM_PRONOUN,repeated_np,False,False
33,1,"[1, 0]",The teenager confided in the therapist because BLANK seemed trustworthy.,"['he', 'she']",$NOM_PRONOUN,therapist,The teenager confided in the therapist because the teenager needed emotional support.,teenager,$NOM_PRONOUN,repeated_np,False,False
34,2,"[0, 1]",The therapist gave the teenager a questionnaire for BLANK to fill out.,"['him', 'her']",$ACC_PRONOUN,teenager,The therapist gave the teenager a questionnaire for the therapist to make an assessment.,therapist,$ACC_PRONOUN,repeated_np,False,False
34,1,"[1, 0]",The therapist gave the teenager a questionnaire for BLANK to make an assessment.,"['him', 'her']",$ACC_PRONOUN,therapist,The therapist gave the teenager a questionnaire for the teenager to fill out.,teenager,$ACC_PRONOUN,repeated_np,False,False
35,2,"[0, 1]",The teenager had questions for the therapist about BLANK mood swings.,"['his', 'her']",$POSS_PRONOUN,teenager,The teenager had questions for the therapist about the therapist's qualifications in psychology.,therapist,$POSS_PRONOUN,repeated_np,False,False
35,1,"[1, 0]",The teenager had questions for the therapist about BLANK qualifications in psychology.,"['his', 'her']",$POSS_PRONOUN,therapist,The teenager had questions for the therapist about the teenager's mood swings.,teenager,$POSS_PRONOUN,repeated_np,False,False
36,2,"[0, 1]",The undergraduate presented the administrator with a petition that BLANK had been unaware of.,"['he', 'she']",$NOM_PRONOUN,administrator,The undergraduate presented the administrator with a petition that the undergraduate had written.,undergraduate,$NOM_PRONOUN,repeated_np,False,False
36,1,"[1, 0]",The undergraduate presented the administrator with a petition that BLANK had written.,"['he', 'she']",$NOM_PRONOUN,undergraduate,The undergraduate presented the administrator with a petition that the administrator had been unaware of.,administrator,$NOM_PRONOUN,repeated_np,False,False
37,2,"[0, 1]",The undergraduate met with the administrator for BLANK to acknowledge the petition.,"['him', 'her']",$ACC_PRONOUN,administrator,The undergraduate met with the administrator for the undergraduate to present a petition.,undergraduate,$ACC_PRONOUN,repeated_np,False,False
37,1,"[1, 0]",The undergraduate met with the administrator for BLANK to present a petition.,"['him', 'her']",$ACC_PRONOUN,undergraduate,The undergraduate met with the administrator for the administrator to acknowledge the petition.,administrator,$ACC_PRONOUN,repeated_np,False,False
38,2,"[0, 1]",The undergraduate presented the administrator with a petition to address BLANK mishandling of student affairs.,"['his', 'her']",$POSS_PRONOUN,administrator,The undergraduate presented the administrator with a petition to address the undergraduate's accessibility needs.,undergraduate,$POSS_PRONOUN,repeated_np,False,False
38,1,"[1, 0]",The undergraduate presented the administrator with a petition to address BLANK accessibility needs.,"['his', 'her']",$POSS_PRONOUN,undergraduate,The undergraduate presented the administrator with a petition to address the administrator's mishandling of student affairs.,administrator,$POSS_PRONOUN,repeated_np,False,False
39,2,"[0, 1]",The customer asked the salesperson if BLANK could get an additional discount.,"['he', 'she']",$NOM_PRONOUN,customer,The customer asked the salesperson if the salesperson could explain the pricing of each product.,salesperson,$NOM_PRONOUN,repeated_np,False,False
39,1,"[1, 0]",The customer asked the salesperson if BLANK could explain the pricing of each product.,"['he', 'she']",$NOM_PRONOUN,salesperson,The customer asked the salesperson if the customer could get an additional discount.,customer,$NOM_PRONOUN,repeated_np,False,False
40,2,"[0, 1]",The customer showed the salesperson a list of products for BLANK to purchase with coupons.,"['him', 'her']",$ACC_PRONOUN,customer,The customer showed the salesperson a list of products for the salesperson to look for in the back.,salesperson,$ACC_PRONOUN,repeated_np,False,False
40,1,"[1, 0]",The customer showed the salesperson a list of products for BLANK to look for in the back.,"['him', 'her']",$ACC_PRONOUN,salesperson,The customer showed the salesperson a list of products for the customer to purchase with coupons.,customer,$ACC_PRONOUN,repeated_np,False,False
41,2,"[0, 1]",The customer asked the salesperson whether BLANK credit card would be accepted.,"['his', 'her']",$POSS_PRONOUN,customer,The customer asked the salesperson whether the salesperson's prices included tax.,salesperson,$POSS_PRONOUN,repeated_np,False,False
41,1,"[1, 0]",The customer asked the salesperson whether BLANK prices included tax.,"['his', 'her']",$POSS_PRONOUN,salesperson,The customer asked the salesperson whether the customer's credit card would be accepted.,customer,$POSS_PRONOUN,repeated_np,False,False
42,2,"[0, 1]",The visitor asked the receptionist if BLANK could estimate how long the wait would be.,"['he', 'she']",$NOM_PRONOUN,receptionist,The visitor asked the receptionist if the visitor needed to sign in.,visitor,$NOM_PRONOUN,repeated_np,False,False
42,1,"[1, 0]",The visitor asked the receptionist if BLANK needed to sign in.,"['he', 'she']",$NOM_PRONOUN,visitor,The visitor asked the receptionist if the receptionist could estimate how long the wait would be.,receptionist,$NOM_PRONOUN,repeated_np,False,False
43,2,"[0, 1]",The visitor needed to talk to the receptionist for BLANK to issue a guest pass allowing access to the building.,"['him', 'her']",$ACC_PRONOUN,receptionist,The visitor needed to talk to the receptionist for the visitor to get a guest pass allowing access to the building.,visitor,$ACC_PRONOUN,repeated_np,False,False
43,1,"[1, 0]",The visitor needed to talk to the receptionist for BLANK to get a guest pass allowing access to the building.,"['him', 'her']",$ACC_PRONOUN,visitor,The visitor needed to talk to the receptionist for the receptionist to issue a guest pass allowing access to the building.,receptionist,$ACC_PRONOUN,repeated_np,False,False
44,2,"[0, 1]",The receptionist gave the visitor BLANK estimate of the wait time.,"['his', 'her']",$POSS_PRONOUN,receptionist,The receptionist gave the visitor the visitor's ID back.,visitor,$POSS_PRONOUN,repeated_np,False,False
44,1,"[1, 0]",The receptionist gave the visitor BLANK ID back.,"['his', 'her']",$POSS_PRONOUN,visitor,The receptionist gave the visitor the receptionist's estimate of the wait time.,receptionist,$POSS_PRONOUN,repeated_np,False,False
45,2,"[0, 1]",The librarian helped the child pick out a book because BLANK liked to encourage reading.,"['he', 'she']",$NOM_PRONOUN,librarian,The librarian helped the child pick out a book because the child did not know what to read.,child,$NOM_PRONOUN,repeated_np,False,False
45,1,"[1, 0]",The librarian helped the child pick out a book because BLANK did not know what to read.,"['he', 'she']",$NOM_PRONOUN,child,The librarian helped the child pick out a book because the librarian liked to encourage reading.,librarian,$NOM_PRONOUN,repeated_np,False,False
46,2,"[0, 1]",The librarian told the child it was only possible for BLANK to recommend age-appropriate books.,"['him', 'her']",$ACC_PRONOUN,librarian,The librarian told the child it was only possible for the child to borrow books with a library card.,child,$ACC_PRONOUN,repeated_np,False,True
46,1,"[1, 0]",The librarian told the child it was only possible for BLANK to borrow books with a library card.,"['him', 'her']",$ACC_PRONOUN,child,The librarian told the child it was only possible for the librarian to recommend age-appropriate books.,librarian,$ACC_PRONOUN,repeated_np,False,True
47,2,"[0, 1]",The librarian gave the child BLANK recommendation for a fantasy book.,"['his', 'her']",$POSS_PRONOUN,librarian,The librarian gave the child the child's first library card.,child,$POSS_PRONOUN,repeated_np,False,False
47,1,"[1, 0]",The librarian gave the child BLANK first library card.,"['his', 'her']",$POSS_PRONOUN,child,The librarian gave the child the librarian's recommendation for a fantasy book.,librarian,$POSS_PRONOUN,repeated_np,False,False
48,2,"[0, 1]",The advisor met with the advisee because BLANK wanted to give advice about job applications.,"['he', 'she']",$NOM_PRONOUN,advisor,The advisor met with the advisee because the advisee wanted to get advice about job applications.,advisee,$NOM_PRONOUN,repeated_np,False,False
48,1,"[1, 0]",The advisor met with the advisee because BLANK wanted to get advice about job applications.,"['he', 'she']",$NOM_PRONOUN,advisee,The advisor met with the advisee because the advisor wanted to give advice about job applications.,advisor,$NOM_PRONOUN,repeated_np,False,False
49,2,"[0, 1]",The advisee gave the advisor the draft of a CV for BLANK to provide feedback.,"['him', 'her']",$ACC_PRONOUN,advisor,The advisee gave the advisor the draft of a CV for the advisee to get feedback.,advisee,$ACC_PRONOUN,repeated_np,False,False
49,1,"[1, 0]",The advisee gave the advisor the draft of a CV for BLANK to get feedback.,"['him', 'her']",$ACC_PRONOUN,advisee,The advisee gave the advisor the draft of a CV for the advisor to provide feedback.,advisor,$ACC_PRONOUN,repeated_np,False,False
50,2,"[0, 1]",The advisor met with the advisee to discuss BLANK advice about job applications.,"['his', 'her']",$POSS_PRONOUN,advisor,The advisor met with the advisee to discuss the advisee's CV draft.,advisee,$POSS_PRONOUN,repeated_np,False,False
50,1,"[1, 0]",The advisor met with the advisee to discuss BLANK CV draft.,"['his', 'her']",$POSS_PRONOUN,advisee,The advisor met with the advisee to discuss the advisor's advice about job applications.,advisor,$POSS_PRONOUN,repeated_np,False,False
51,2,"[0, 1]",The pharmacist told the patient that BLANK recommended taking the pills with food.,"['he', 'she']",$NOM_PRONOUN,pharmacist,The pharmacist told the patient that the patient should take the pills with food.,patient,$NOM_PRONOUN,repeated_np,False,False
51,1,"[1, 0]",The pharmacist told the patient that BLANK should take the pills with food.,"['he', 'she']",$NOM_PRONOUN,patient,The pharmacist told the patient that the pharmacist recommended taking the pills with food.,pharmacist,$NOM_PRONOUN,repeated_np,False,False
52,2,"[0, 1]",The pharmacist gave the patient an information sheet about the drug for BLANK to explain the side effects.,"['him', 'her']",$ACC_PRONOUN,pharmacist,The pharmacist gave the patient an information sheet about the drug for the patient to understand the side effects.,patient,$ACC_PRONOUN,repeated_np,False,False
52,1,"[1, 0]",The pharmacist gave the patient an information sheet about the drug for BLANK to understand the side effects.,"['him', 'her']",$ACC_PRONOUN,patient,The pharmacist gave the patient an information sheet about the drug for the pharmacist to explain the side effects.,pharmacist,$ACC_PRONOUN,repeated_np,False,False
53,2,"[0, 1]",The pharmacist told the patient to take BLANK instructions seriously for a quick recovery.,"['his', 'her']",$POSS_PRONOUN,pharmacist,The pharmacist told the patient to take the patient's pills with food.,patient,$POSS_PRONOUN,repeated_np,False,False
53,1,"[1, 0]",The pharmacist told the patient to take BLANK pills with food.,"['his', 'her']",$POSS_PRONOUN,patient,The pharmacist told the patient to take the pharmacist's instructions seriously for a quick recovery.,pharmacist,$POSS_PRONOUN,repeated_np,False,False
54,2,"[0, 1]","The janitor warned the child not to step on the wet floor, otherwise BLANK would have to mop it all over again.","['he', 'she']",$NOM_PRONOUN,janitor,"The janitor warned the child not to step on the wet floor, otherwise the child might fall and get hurt.",child,$NOM_PRONOUN,repeated_np,False,False
54,1,"[1, 0]","The janitor warned the child not to step on the wet floor, otherwise BLANK might fall and get hurt.","['he', 'she']",$NOM_PRONOUN,child,"The janitor warned the child not to step on the wet floor, otherwise the janitor would have to mop it all over again.",janitor,$NOM_PRONOUN,repeated_np,False,True
55,2,"[0, 1]",The janitor asked the child to avoid the corridor for BLANK to be able to continue mopping.,"['him', 'her']",$ACC_PRONOUN,janitor,The janitor asked the child to avoid the corridor for the child not to slip and fall on the freshly mopped floor.,child,$ACC_PRONOUN,repeated_np,False,False
55,1,"[1, 0]",The janitor asked the child to avoid the corridor for BLANK not to slip and fall on the freshly mopped floor.,"['him', 'her']",$ACC_PRONOUN,child,The janitor asked the child to avoid the corridor for the janitor to be able to continue mopping.,janitor,$ACC_PRONOUN,repeated_np,False,False
56,2,"[0, 1]",The janitor warned the child not to step on the wet floor for BLANK work not to be undone.,"['his', 'her']",$POSS_PRONOUN,janitor,The janitor warned the child not to step on the wet floor for the child's own safety.,child,$POSS_PRONOUN,repeated_np,False,False
56,1,"[1, 0]",The janitor warned the child not to step on the wet floor for BLANK own safety.,"['his', 'her']",$POSS_PRONOUN,child,The janitor warned the child not to step on the wet floor for the janitor's work not to be undone.,janitor,$POSS_PRONOUN,repeated_np,False,False
57,2,"[0, 1]",The psychologist told the patient to fill out a questionnaire so BLANK could be quickly assessed.,"['he', 'she']",$NOM_PRONOUN,patient,The psychologist told the patient to fill out a questionnaire so the psychologist could make a preliminary assessment.,psychologist,$NOM_PRONOUN,repeated_np,False,False
57,1,"[1, 0]",The psychologist told the patient to fill out a questionnaire so BLANK could make a preliminary assessment.,"['he', 'she']",$NOM_PRONOUN,psychologist,The psychologist told the patient to fill out a questionnaire so the patient could be quickly assessed.,patient,$NOM_PRONOUN,repeated_np,False,False
58,2,"[0, 1]",The psychologist told the patient to fill out a questionnaire for BLANK to disclose any previous diagnoses.,"['him', 'her']",$ACC_PRONOUN,patient,The psychologist told the patient to fill out a questionnaire for the psychologist to get a first impression.,psychologist,$ACC_PRONOUN,repeated_np,False,False
